threshold,tar,far
0.75095493,0.87600000,0.66400000
0.75114965,0.87600000,0.66366667
0.75141799,0.87600000,0.66333333
0.75144136,0.87600000,0.66300000
0.75174201,0.87600000,0.66266667
0.75208306,0.87566667,0.66266667
0.75245750,0.87566667,0.66233333
0.75249422,0.87566667,0.66200000
0.75264525,0.87566667,0.66166667
0.75268626,0.87566667,0.66133333
0.75273359,0.87566667,0.66100000
0.75284904,0.87533333,0.66100000
0.75297225,0.87533333,0.66066667
0.75353330,0.87533333,0.66033333
0.75354064,0.87533333,0.66000000
0.75360513,0.87533333,0.65966667
0.75364268,0.87500000,0.65966667
0.75385731,0.87500000,0.65933333
0.75392729,0.87466667,0.65933333
0.75396776,0.87433333,0.65933333
0.75406337,0.87400000,0.65933333
0.75418377,0.87400000,0.65900000
0.75424004,0.87400000,0.65866667
0.75427139,0.87366667,0.65866667
0.75436044,0.87366667,0.65833333
0.75438243,0.87366667,0.65800000
0.75441277,0.87333333,0.65800000
0.75452054,0.87333333,0.65766667
0.75457060,0.87300000,0.65766667
0.75484592,0.87266667,0.65766667
0.75485754,0.87266667,0.65733333
0.75489753,0.87266667,0.65700000
0.75494081,0.87266667,0.65666667
0.75510085,0.87233333,0.65666667
0.75520140,0.87233333,0.65633333
0.75545073,0.87200000,0.65633333
0.75551641,0.87200000,0.65600000
0.75561142,0.87200000,0.65566667
0.75563812,0.87166667,0.65566667
0.75566578,0.87166667,0.65533333
0.75594568,0.87166667,0.65500000
0.75604391,0.87133333,0.65500000
0.75650120,0.87100000,0.65500000
0.75654793,0.87066667,0.65500000
0.75657499,0.87066667,0.65466667
0.75667357,0.87033333,0.65466667
0.75678861,0.87033333,0.65433333
0.75680220,0.87000000,0.65433333
0.75703835,0.86966667,0.65433333
0.75709170,0.86966667,0.65400000
0.75758028,0.86966667,0.65366667
0.75765657,0.86966667,0.65333333
0.75768524,0.86933333,0.65333333
0.75775653,0.86933333,0.65300000
0.75786865,0.86900000,0.65300000
0.75789678,0.86900000,0.65266667
0.75811028,0.86900000,0.65233333
0.75813878,0.86900000,0.65200000
0.75818896,0.86866667,0.65200000
0.75834137,0.86833333,0.65200000
0.75836229,0.86800000,0.65200000
0.75847358,0.86800000,0.65166667
0.75854492,0.86766667,0.65166667
0.75859225,0.86766667,0.65133333
0.75870323,0.86766667,0.65100000
0.75874460,0.86733333,0.65100000
0.75927526,0.86733333,0.65066667
0.75930846,0.86700000,0.65066667
0.75932276,0.86666667,0.65066667
0.75941777,0.86666667,0.65033333
0.75954765,0.86633333,0.65033333
0.75958103,0.86633333,0.65000000
0.75976533,0.86633333,0.64966667
0.75984102,0.86633333,0.64933333
0.76003063,0.86600000,0.64933333
0.76013803,0.86600000,0.64900000
0.76020992,0.86566667,0.64900000
0.76021564,0.86533333,0.64900000
0.76051730,0.86500000,0.64900000
0.76058042,0.86500000,0.64866667
0.76065075,0.86466667,0.64866667
0.76083529,0.86433333,0.64866667
0.76091588,0.86400000,0.64866667
0.76101494,0.86400000,0.64833333
0.76109695,0.86400000,0.64800000
0.76111978,0.86400000,0.64766667
0.76133490,0.86366667,0.64766667
0.76133698,0.86366667,0.64733333
0.76137531,0.86366667,0.64700000
0.76144266,0.86366667,0.64666667
0.76156533,0.86366667,0.64633333
0.76164055,0.86366667,0.64600000
0.76172829,0.86333333,0.64600000
0.76175809,0.86333333,0.64566667
0.76193440,0.86300000,0.64566667
0.76194757,0.86300000,0.64533333
0.76201218,0.86266667,0.64533333
0.76211059,0.86266667,0.64500000
0.76215076,0.86233333,0.64500000
0.76216567,0.86233333,0.64466667
0.76236123,0.86233333,0.64433333
0.76248574,0.86233333,0.64400000
0.76250172,0.86200000,0.64400000
0.76251507,0.86166667,0.64400000
0.76263756,0.86166667,0.64366667
0.76279724,0.86166667,0.64333333
0.76294357,0.86133333,0.64333333
0.76309741,0.86133333,0.64300000
0.76336902,0.86133333,0.64266667
0.76348495,0.86133333,0.64233333
0.76352704,0.86133333,0.64200000
0.76383621,0.86133333,0.64166667
0.76397085,0.86133333,0.64133333
0.76407599,0.86133333,0.64100000
0.76408100,0.86100000,0.64100000
0.76419401,0.86100000,0.64066667
0.76422727,0.86100000,0.64033333
0.76437515,0.86100000,0.64000000
0.76442766,0.86100000,0.63966667
0.76451755,0.86066667,0.63966667
0.76454413,0.86066667,0.63933333
0.76474297,0.86066667,0.63900000
0.76485932,0.86066667,0.63866667
0.76487321,0.86033333,0.63866667
0.76496625,0.86000000,0.63866667
0.76500314,0.86000000,0.63833333
0.76511228,0.86000000,0.63800000
0.76513243,0.86000000,0.63766667
0.76521617,0.86000000,0.63733333
0.76533747,0.86000000,0.63700000
0.76534969,0.86000000,0.63666667
0.76537025,0.85966667,0.63666667
0.76539421,0.85966667,0.63633333
0.76544714,0.85966667,0.63600000
0.76556551,0.85966667,0.63566667
0.76569641,0.85933333,0.63566667
0.76578009,0.85933333,0.63533333
0.76584876,0.85900000,0.63533333
0.76593554,0.85900000,0.63500000
0.76596564,0.85866667,0.63500000
0.76615053,0.85833333,0.63500000
0.76621622,0.85833333,0.63466667
0.76644576,0.85800000,0.63466667
0.76688910,0.85800000,0.63433333
0.76698476,0.85800000,0.63400000
0.76708889,0.85766667,0.63400000
0.76712728,0.85766667,0.63366667
0.76731277,0.85733333,0.63366667
0.76743054,0.85700000,0.63366667
0.76744628,0.85666667,0.63366667
0.76747072,0.85633333,0.63366667
0.76749372,0.85633333,0.63333333
0.76769727,0.85633333,0.63300000
0.76778513,0.85633333,0.63266667
0.76781642,0.85633333,0.63233333
0.76794958,0.85633333,0.63200000
0.76795125,0.85600000,0.63200000
0.76798189,0.85566667,0.63200000
0.76800209,0.85533333,0.63200000
0.76811892,0.85533333,0.63166667
0.76824403,0.85533333,0.63133333
0.76834571,0.85500000,0.63133333
0.76843905,0.85500000,0.63100000
0.76847243,0.85466667,0.63100000
0.76850784,0.85466667,0.63066667
0.76865917,0.85433333,0.63066667
0.76867521,0.85433333,0.63033333
0.76875615,0.85433333,0.63000000
0.76890612,0.85433333,0.62966667
0.76897079,0.85433333,0.62933333
0.76918614,0.85433333,0.62900000
0.76921880,0.85433333,0.62866667
0.76921976,0.85433333,0.62833333
0.76930064,0.85400000,0.62833333
0.76962686,0.85400000,0.62800000
0.76964259,0.85366667,0.62800000
0.76971179,0.85366667,0.62766667
0.76982832,0.85333333,0.62766667
0.76988196,0.85333333,0.62733333
0.76991010,0.85300000,0.62733333
0.77006924,0.85300000,0.62700000
0.77008200,0.85266667,0.62700000
0.77014887,0.85233333,0.62700000
0.77015626,0.85233333,0.62666667
0.77022910,0.85200000,0.62666667
0.77039468,0.85166667,0.62666667
0.77041268,0.85133333,0.62666667
0.77051491,0.85133333,0.62633333
0.77052569,0.85100000,0.62633333
0.77054679,0.85066667,0.62633333
0.77059746,0.85066667,0.62600000
0.77062500,0.85066667,0.62566667
0.77067959,0.85066667,0.62533333
0.77071506,0.85033333,0.62533333
0.77076584,0.85033333,0.62500000
0.77099013,0.85000000,0.62500000
0.77104712,0.85000000,0.62466667
0.77108228,0.85000000,0.62433333
0.77128410,0.85000000,0.62400000
0.77129745,0.84966667,0.62400000
0.77132165,0.84933333,0.62400000
0.77139246,0.84933333,0.62366667
0.77142400,0.84933333,0.62333333
0.77149558,0.84900000,0.62333333
0.77150655,0.84900000,0.62300000
0.77152884,0.84900000,0.62266667
0.77153063,0.84900000,0.62233333
0.77158970,0.84900000,0.62200000
0.77164751,0.84866667,0.62200000
0.77173847,0.84833333,0.62200000
0.77190083,0.84800000,0.62200000
0.77199996,0.84800000,0.62166667
0.77218664,0.84800000,0.62133333
0.77224970,0.84800000,0.62100000
0.77232009,0.84766667,0.62100000
0.77251935,0.84766667,0.62066667
0.77271289,0.84766667,0.62033333
0.77274114,0.84766667,0.62000000
0.77277464,0.84766667,0.61966667
0.77279186,0.84766667,0.61933333
0.77293611,0.84766667,0.61900000
0.77302736,0.84766667,0.61866667
0.77305931,0.84733333,0.61866667
0.77308303,0.84700000,0.61866667
0.77315646,0.84700000,0.61833333
0.77330041,0.84666667,0.61833333
0.77340484,0.84633333,0.61833333
0.77351606,0.84633333,0.61800000
0.77366072,0.84633333,0.61766667
0.77372062,0.84600000,0.61766667
0.77378833,0.84600000,0.61733333
0.77391189,0.84566667,0.61733333
0.77393186,0.84566667,0.61700000
0.77404451,0.84566667,0.61666667
0.77419060,0.84566667,0.61633333
0.77420145,0.84566667,0.61600000
0.77430344,0.84566667,0.61566667
0.77433342,0.84566667,0.61533333
0.77453578,0.84566667,0.61500000
0.77472019,0.84566667,0.61466667
0.77492964,0.84566667,0.61433333
0.77506596,0.84566667,0.61400000
0.77510619,0.84533333,0.61400000
0.77511686,0.84500000,0.61400000
0.77511758,0.84500000,0.61366667
0.77520549,0.84500000,0.61333333
0.77540690,0.84500000,0.61300000
0.77541506,0.84500000,0.61266667
0.77549374,0.84500000,0.61233333
0.77555060,0.84500000,0.61200000
0.77555734,0.84500000,0.61166667
0.77572906,0.84466667,0.61166667
0.77588964,0.84466667,0.61133333
0.77603221,0.84466667,0.61100000
0.77615166,0.84466667,0.61066667
0.77619749,0.84466667,0.61033333
0.77626044,0.84433333,0.61033333
0.77632451,0.84433333,0.61000000
0.77647179,0.84433333,0.60966667
0.77650166,0.84433333,0.60933333
0.77650583,0.84400000,0.60933333
0.77671921,0.84400000,0.60900000
0.77690756,0.84400000,0.60866667
0.77693975,0.84400000,0.60833333
0.77695286,0.84366667,0.60833333
0.77697241,0.84366667,0.60800000
0.77697861,0.84366667,0.60766667
0.77714050,0.84366667,0.60733333
0.77717197,0.84333333,0.60733333
0.77727306,0.84333333,0.60700000
0.77750492,0.84300000,0.60700000
0.77762151,0.84266667,0.60700000
0.77766794,0.84233333,0.60700000
0.77777457,0.84233333,0.60666667
0.77781683,0.84233333,0.60633333
0.77789652,0.84233333,0.60600000
0.77805454,0.84233333,0.60566667
0.77810842,0.84200000,0.60566667
0.77816814,0.84200000,0.60533333
0.77827394,0.84200000,0.60500000
0.77827454,0.84166667,0.60500000
0.77835447,0.84166667,0.60466667
0.77839482,0.84133333,0.60466667
0.77844292,0.84133333,0.60433333
0.77844763,0.84133333,0.60400000
0.77859569,0.84133333,0.60366667
0.77861750,0.84100000,0.60366667
0.77877867,0.84066667,0.60366667
0.77887630,0.84066667,0.60333333
0.77893794,0.84066667,0.60300000
0.77896774,0.84066667,0.60266667
0.77900290,0.84066667,0.60233333
0.77900350,0.84066667,0.60200000
0.77914894,0.84033333,0.60200000
0.77921796,0.84000000,0.60200000
0.77932203,0.84000000,0.60166667
0.77933365,0.83966667,0.60166667
0.77959007,0.83966667,0.60133333
0.77962208,0.83933333,0.60133333
0.77981907,0.83900000,0.60133333
0.78013092,0.83866667,0.60133333
0.78016257,0.83833333,0.60133333
0.78016555,0.83800000,0.60133333
0.78023732,0.83800000,0.60100000
0.78034192,0.83766667,0.60100000
0.78035289,0.83766667,0.60066667
0.78035820,0.83766667,0.60033333
0.78049946,0.83733333,0.60033333
0.78054112,0.83700000,0.60033333
0.78057897,0.83700000,0.60000000
0.78088415,0.83700000,0.59966667
0.78095967,0.83700000,0.59933333
0.78111291,0.83700000,0.59900000
0.78137249,0.83700000,0.59866667
0.78145140,0.83700000,0.59833333
0.78150427,0.83700000,0.59800000
0.78161228,0.83700000,0.59766667
0.78168011,0.83700000,0.59733333
0.78171754,0.83700000,0.59700000
0.78181404,0.83666667,0.59700000
0.78189379,0.83633333,0.59700000
0.78207827,0.83633333,0.59666667
0.78215015,0.83633333,0.59633333
0.78222167,0.83633333,0.59600000
0.78243107,0.83633333,0.59566667
0.78243315,0.83633333,0.59533333
0.78245872,0.83600000,0.59533333
0.78250641,0.83566667,0.59533333
0.78260791,0.83566667,0.59500000
0.78261834,0.83566667,0.59466667
0.78282470,0.83533333,0.59466667
0.78289592,0.83500000,0.59466667
0.78291160,0.83466667,0.59466667
0.78304607,0.83433333,0.59466667
0.78306639,0.83433333,0.59433333
0.78306925,0.83400000,0.59433333
0.78311360,0.83366667,0.59433333
0.78314859,0.83366667,0.59400000
0.78321230,0.83366667,0.59366667
0.78330243,0.83333333,0.59366667
0.78330970,0.83333333,0.59333333
0.78338546,0.83333333,0.59300000
0.78348297,0.83300000,0.59300000
0.78350544,0.83300000,0.59266667
0.78367603,0.83300000,0.59233333
0.78388959,0.83300000,0.59200000
0.78405797,0.83300000,0.59166667
0.78411782,0.83300000,0.59133333
0.78415096,0.83266667,0.59133333
0.78425878,0.83266667,0.59100000
0.78437907,0.83266667,0.59066667
0.78451878,0.83266667,0.59033333
0.78461194,0.83266667,0.59000000
0.78474092,0.83266667,0.58966667
0.78488988,0.83266667,0.58933333
0.78505814,0.83266667,0.58900000
0.78527480,0.83266667,0.58866667
0.78534913,0.83266667,0.58833333
0.78538370,0.83266667,0.58800000
0.78538823,0.83266667,0.58766667
0.78544217,0.83266667,0.58733333
0.78560853,0.83266667,0.58700000
0.78561723,0.83233333,0.58700000
0.78563929,0.83233333,0.58666667
0.78566599,0.83233333,0.58633333
0.78573203,0.83233333,0.58600000
0.78573799,0.83200000,0.58600000
0.78575742,0.83166667,0.58600000
0.78579843,0.83166667,0.58566667
0.78604686,0.83166667,0.58533333
0.78622258,0.83166667,0.58500000
0.78623021,0.83166667,0.58466667
0.78628951,0.83166667,0.58433333
0.78636456,0.83166667,0.58400000
0.78645331,0.83133333,0.58400000
0.78680992,0.83100000,0.58400000
0.78683472,0.83100000,0.58366667
0.78684646,0.83100000,0.58333333
0.78707457,0.83066667,0.58333333
0.78711176,0.83066667,0.58300000
0.78717542,0.83033333,0.58300000
0.78735781,0.83033333,0.58266667
0.78738606,0.83033333,0.58233333
0.78745651,0.83033333,0.58200000
0.78747886,0.83033333,0.58166667
0.78756136,0.83000000,0.58166667
0.78768337,0.83000000,0.58133333
0.78778195,0.82966667,0.58133333
0.78786427,0.82966667,0.58100000
0.78788030,0.82966667,0.58066667
0.78790283,0.82966667,0.58033333
0.78790450,0.82933333,0.58033333
0.78818959,0.82933333,0.58000000
0.78819370,0.82933333,0.57966667
0.78826475,0.82933333,0.57933333
0.78830498,0.82933333,0.57900000
0.78831744,0.82933333,0.57866667
0.78842694,0.82900000,0.57866667
0.78853345,0.82866667,0.57866667
0.78854078,0.82833333,0.57866667
0.78856355,0.82800000,0.57866667
0.78857023,0.82766667,0.57866667
0.78869915,0.82733333,0.57866667
0.78879184,0.82733333,0.57833333
0.78887647,0.82733333,0.57800000
0.78887689,0.82700000,0.57800000
0.78894353,0.82700000,0.57766667
0.78913593,0.82700000,0.57733333
0.78913903,0.82666667,0.57733333
0.78921270,0.82633333,0.57733333
0.78930718,0.82633333,0.57700000
0.78937733,0.82633333,0.57666667
0.78942585,0.82633333,0.57633333
0.78947628,0.82633333,0.57600000
0.78952450,0.82633333,0.57566667
0.78953159,0.82600000,0.57566667
0.78965592,0.82566667,0.57566667
0.78971648,0.82533333,0.57566667
0.78971916,0.82533333,0.57533333
0.78974867,0.82500000,0.57533333
0.78986210,0.82466667,0.57533333
0.78990746,0.82466667,0.57500000
0.78997660,0.82466667,0.57466667
0.79004097,0.82466667,0.57433333
0.79008722,0.82466667,0.57400000
0.79021120,0.82466667,0.57366667
0.79021126,0.82433333,0.57366667
0.79038084,0.82400000,0.57366667
0.79039204,0.82400000,0.57333333
0.79056740,0.82400000,0.57300000
0.79059434,0.82366667,0.57300000
0.79065222,0.82366667,0.57266667
0.79072821,0.82366667,0.57233333
0.79083312,0.82366667,0.57200000
0.79098856,0.82333333,0.57200000
0.79099023,0.82300000,0.57200000
0.79103196,0.82266667,0.57200000
0.79104739,0.82233333,0.57200000
0.79120970,0.82233333,0.57166667
0.79126674,0.82233333,0.57133333
0.79127586,0.82233333,0.57100000
0.79130292,0.82233333,0.57066667
0.79131073,0.82233333,0.57033333
0.79146171,0.82233333,0.57000000
0.79147732,0.82200000,0.57000000
0.79150426,0.82200000,0.56966667
0.79157895,0.82166667,0.56966667
0.79160357,0.82166667,0.56933333
0.79169577,0.82133333,0.56933333
0.79171181,0.82133333,0.56900000
0.79184979,0.82100000,0.56900000
0.79206431,0.82066667,0.56900000
0.79208344,0.82033333,0.56900000
0.79254317,0.82033333,0.56866667
0.79255134,0.82000000,0.56866667
0.79265201,0.81966667,0.56866667
0.79304475,0.81933333,0.56866667
0.79325962,0.81900000,0.56866667
0.79329681,0.81866667,0.56866667
0.79343343,0.81866667,0.56833333
0.79345351,0.81866667,0.56800000
0.79355294,0.81866667,0.56766667
0.79356772,0.81833333,0.56766667
0.79358447,0.81833333,0.56733333
0.79362965,0.81833333,0.56700000
0.79377306,0.81833333,0.56666667
0.79385561,0.81800000,0.56666667
0.79394865,0.81800000,0.56633333
0.79398441,0.81766667,0.56633333
0.79406905,0.81733333,0.56633333
0.79413247,0.81733333,0.56600000
0.79425478,0.81700000,0.56600000
0.79427147,0.81700000,0.56566667
0.79428607,0.81700000,0.56533333
0.79436404,0.81700000,0.56500000
0.79441965,0.81666667,0.56500000
0.79452425,0.81666667,0.56466667
0.79458380,0.81666667,0.56433333
0.79469430,0.81666667,0.56400000
0.79470301,0.81666667,0.56366667
0.79470742,0.81666667,0.56333333
0.79472971,0.81633333,0.56333333
0.79475409,0.81600000,0.56333333
0.79500997,0.81600000,0.56300000
0.79508662,0.81566667,0.56300000
0.79521239,0.81566667,0.56266667
0.79531884,0.81566667,0.56233333
0.79533708,0.81566667,0.56200000
0.79537368,0.81533333,0.56200000
0.79550433,0.81500000,0.56200000
0.79553872,0.81466667,0.56200000
0.79554021,0.81466667,0.56166667
0.79555535,0.81466667,0.56133333
0.79558462,0.81433333,0.56133333
0.79559916,0.81433333,0.56100000
0.79559994,0.81433333,0.56066667
0.79560745,0.81433333,0.56033333
0.79560941,0.81433333,0.56000000
0.79571491,0.81400000,0.56000000
0.79589772,0.81400000,0.55966667
0.79592896,0.81400000,0.55933333
0.79598916,0.81400000,0.55900000
0.79613304,0.81400000,0.55866667
0.79623437,0.81400000,0.55833333
0.79645556,0.81400000,0.55800000
0.79648542,0.81366667,0.55800000
0.79667044,0.81366667,0.55766667
0.79675293,0.81366667,0.55733333
0.79679763,0.81333333,0.55733333
0.79681110,0.81333333,0.55700000
0.79691380,0.81300000,0.55700000
0.79694057,0.81300000,0.55666667
0.79714692,0.81300000,0.55633333
0.79715836,0.81266667,0.55633333
0.79719102,0.81233333,0.55633333
0.79729718,0.81200000,0.55633333
0.79739130,0.81166667,0.55633333
0.79743618,0.81133333,0.55633333
0.79754251,0.81133333,0.55600000
0.79756218,0.81100000,0.55600000
0.79776156,0.81100000,0.55566667
0.79777038,0.81066667,0.55566667
0.79777479,0.81033333,0.55566667
0.79778016,0.81000000,0.55566667
0.79778868,0.81000000,0.55533333
0.79779243,0.80966667,0.55533333
0.79790628,0.80933333,0.55533333
0.79790932,0.80933333,0.55500000
0.79804432,0.80900000,0.55500000
0.79805911,0.80900000,0.55466667
0.79816228,0.80900000,0.55433333
0.79821289,0.80900000,0.55400000
0.79824477,0.80866667,0.55400000
0.79827678,0.80833333,0.55400000
0.79838091,0.80833333,0.55366667
0.79838812,0.80800000,0.55366667
0.79861552,0.80800000,0.55333333
0.79864514,0.80766667,0.55333333
0.79864538,0.80766667,0.55300000
0.79865664,0.80733333,0.55300000
0.79873657,0.80700000,0.55300000
0.79882538,0.80700000,0.55266667
0.79895318,0.80700000,0.55233333
0.79908741,0.80700000,0.55200000
0.79919398,0.80666667,0.55200000
0.79921335,0.80666667,0.55166667
0.79924250,0.80666667,0.55133333
0.79926479,0.80633333,0.55133333
0.79930377,0.80600000,0.55133333
0.79932225,0.80566667,0.55133333
0.79933596,0.80566667,0.55100000
0.79933631,0.80566667,0.55066667
0.79935092,0.80566667,0.55033333
0.79936492,0.80566667,0.55000000
0.79955351,0.80566667,0.54966667
0.79955375,0.80533333,0.54966667
0.79970491,0.80533333,0.54933333
0.79984581,0.80533333,0.54900000
0.79985338,0.80533333,0.54866667
0.79985428,0.80500000,0.54866667
0.79986858,0.80500000,0.54833333
0.79993355,0.80466667,0.54833333
0.79997098,0.80466667,0.54800000
0.79998183,0.80466667,0.54766667
0.80002320,0.80466667,0.54733333
0.80005831,0.80466667,0.54700000
0.80011725,0.80433333,0.54700000
0.80013072,0.80400000,0.54700000
0.80020297,0.80366667,0.54700000
0.80022639,0.80366667,0.54666667
0.80024129,0.80366667,0.54633333
0.80028421,0.80333333,0.54633333
0.80079073,0.80300000,0.54633333
0.80079269,0.80300000,0.54600000
0.80105615,0.80300000,0.54566667
0.80110312,0.80266667,0.54566667
0.80115640,0.80233333,0.54566667
0.80131102,0.80200000,0.54566667
0.80146581,0.80200000,0.54533333
0.80160457,0.80200000,0.54500000
0.80165678,0.80200000,0.54466667
0.80169749,0.80200000,0.54433333
0.80179191,0.80166667,0.54433333
0.80197263,0.80166667,0.54400000
0.80214107,0.80166667,0.54366667
0.80224949,0.80133333,0.54366667
0.80231428,0.80133333,0.54333333
0.80233324,0.80100000,0.54333333
0.80249703,0.80100000,0.54300000
0.80254924,0.80100000,0.54266667
0.80260372,0.80100000,0.54233333
0.80266201,0.80066667,0.54233333
0.80266654,0.80066667,0.54200000
0.80266845,0.80033333,0.54200000
0.80284071,0.80033333,0.54166667
0.80294132,0.80033333,0.54133333
0.80304235,0.80033333,0.54100000
0.80306292,0.80033333,0.54066667
0.80332136,0.80000000,0.54066667
0.80337787,0.80000000,0.54000000
0.80340779,0.80000000,0.53966667
0.80344415,0.79966667,0.53966667
0.80352646,0.79966667,0.53933333
0.80361116,0.79933333,0.53933333
0.80364835,0.79900000,0.53933333
0.80366802,0.79866667,0.53933333
0.80381906,0.79833333,0.53933333
0.80383372,0.79833333,0.53900000
0.80384749,0.79833333,0.53866667
0.80389464,0.79800000,0.53866667
0.80406296,0.79800000,0.53833333
0.80413038,0.79800000,0.53800000
0.80417359,0.79766667,0.53800000
0.80421311,0.79766667,0.53766667
0.80422717,0.79733333,0.53766667
0.80429959,0.79700000,0.53766667
0.80430710,0.79700000,0.53733333
0.80439377,0.79666667,0.53733333
0.80485684,0.79633333,0.53733333
0.80490875,0.79633333,0.53700000
0.80494684,0.79633333,0.53666667
0.80496144,0.79633333,0.53633333
0.80499983,0.79633333,0.53600000
0.80504400,0.79600000,0.53600000
0.80513036,0.79566667,0.53600000
0.80513430,0.79566667,0.53566667
0.80522323,0.79566667,0.53533333
0.80523837,0.79566667,0.53500000
0.80537754,0.79566667,0.53466667
0.80565012,0.79566667,0.53433333
0.80572361,0.79533333,0.53433333
0.80596185,0.79533333,0.53400000
0.80612785,0.79500000,0.53400000
0.80629879,0.79466667,0.53400000
0.80647457,0.79466667,0.53366667
0.80649489,0.79466667,0.53333333
0.80656028,0.79433333,0.53333333
0.80657291,0.79433333,0.53300000
0.80659574,0.79400000,0.53300000
0.80666268,0.79400000,0.53266667
0.80666757,0.79366667,0.53266667
0.80678624,0.79333333,0.53266667
0.80680984,0.79333333,0.53233333
0.80693233,0.79333333,0.53200000
0.80695128,0.79333333,0.53166667
0.80706280,0.79333333,0.53133333
0.80715632,0.79333333,0.53100000
0.80745000,0.79333333,0.53066667
0.80765891,0.79333333,0.53033333
0.80777216,0.79300000,0.53033333
0.80777985,0.79300000,0.53000000
0.80791289,0.79266667,0.53000000
0.80811262,0.79266667,0.52966667
0.80846107,0.79266667,0.52933333
0.80847776,0.79266667,0.52900000
0.80899948,0.79266667,0.52866667
0.80901074,0.79233333,0.52866667
0.80907309,0.79233333,0.52833333
0.80909491,0.79200000,0.52833333
0.80911732,0.79166667,0.52833333
0.80922902,0.79166667,0.52800000
0.80924761,0.79133333,0.52800000
0.80928874,0.79100000,0.52800000
0.80941004,0.79100000,0.52766667
0.80962539,0.79066667,0.52766667
0.80962855,0.79033333,0.52766667
0.80964518,0.79033333,0.52733333
0.80969632,0.79000000,0.52733333
0.80995983,0.79000000,0.52700000
0.81001043,0.79000000,0.52666667
0.81002432,0.78966667,0.52666667
0.81012261,0.78966667,0.52633333
0.81016433,0.78966667,0.52600000
0.81026024,0.78966667,0.52566667
0.81027377,0.78966667,0.52533333
0.81028044,0.78966667,0.52500000
0.81049919,0.78933333,0.52500000
0.81059098,0.78933333,0.52466667
0.81062949,0.78900000,0.52466667
0.81066477,0.78900000,0.52433333
0.81067050,0.78866667,0.52433333
0.81073475,0.78833333,0.52433333
0.81076157,0.78800000,0.52433333
0.81088001,0.78800000,0.52400000
0.81107199,0.78766667,0.52400000
0.81129330,0.78733333,0.52400000
0.81137723,0.78700000,0.52400000
0.81140321,0.78666667,0.52400000
0.81142706,0.78633333,0.52400000
0.81143147,0.78633333,0.52366667
0.81145787,0.78633333,0.52333333
0.81157100,0.78633333,0.52300000
0.81164330,0.78633333,0.52266667
0.81165731,0.78633333,0.52233333
0.81167400,0.78633333,0.52200000
0.81169260,0.78633333,0.52166667
0.81176281,0.78633333,0.52133333
0.81183302,0.78633333,0.52100000
0.81186008,0.78600000,0.52100000
0.81198651,0.78566667,0.52100000
0.81199324,0.78566667,0.52066667
0.81200916,0.78533333,0.52066667
0.81206858,0.78500000,0.52066667
0.81224573,0.78466667,0.52066667
0.81240112,0.78433333,0.52066667
0.81245649,0.78400000,0.52066667
0.81251180,0.78400000,0.52033333
0.81286490,0.78400000,0.52000000
0.81288254,0.78400000,0.51966667
0.81291604,0.78400000,0.51933333
0.81293333,0.78366667,0.51933333
0.81308258,0.78366667,0.51900000
0.81319475,0.78333333,0.51900000
0.81337047,0.78300000,0.51900000
0.81339097,0.78300000,0.51866667
0.81342632,0.78266667,0.51866667
0.81347823,0.78233333,0.51866667
0.81363285,0.78233333,0.51833333
0.81364214,0.78233333,0.51800000
0.81367272,0.78233333,0.51766667
0.81411707,0.78233333,0.51733333
0.81413853,0.78233333,0.51700000
0.81427813,0.78233333,0.51666667
0.81428689,0.78233333,0.51633333
0.81439292,0.78233333,0.51600000
0.81448561,0.78200000,0.51600000
0.81449699,0.78166667,0.51600000
0.81450844,0.78133333,0.51600000
0.81451279,0.78100000,0.51600000
0.81455827,0.78100000,0.51566667
0.81463319,0.78100000,0.51533333
0.81468266,0.78100000,0.51500000
0.81472814,0.78100000,0.51466667
0.81501520,0.78100000,0.51433333
0.81504649,0.78066667,0.51433333
0.81510139,0.78033333,0.51433333
0.81515282,0.78033333,0.51400000
0.81528944,0.78033333,0.51366667
0.81534177,0.78033333,0.51333333
0.81538546,0.78000000,0.51333333
0.81553233,0.78000000,0.51300000
0.81554759,0.77966667,0.51300000
0.81556618,0.77933333,0.51300000
0.81561428,0.77900000,0.51300000
0.81567746,0.77866667,0.51300000
0.81577003,0.77866667,0.51266667
0.81577450,0.77833333,0.51266667
0.81585145,0.77833333,0.51233333
0.81585777,0.77833333,0.51200000
0.81587088,0.77833333,0.51166667
0.81602430,0.77800000,0.51166667
0.81608880,0.77766667,0.51166667
0.81610495,0.77733333,0.51166667
0.81611836,0.77733333,0.51133333
0.81620312,0.77700000,0.51133333
0.81626093,0.77666667,0.51133333
0.81645697,0.77633333,0.51133333
0.81696403,0.77633333,0.51100000
0.81701928,0.77633333,0.51066667
0.81721222,0.77633333,0.51033333
0.81728005,0.77600000,0.51033333
0.81731343,0.77566667,0.51033333
0.81746811,0.77566667,0.51000000
0.81748211,0.77533333,0.51000000
0.81758583,0.77500000,0.51000000
0.81758761,0.77500000,0.50966667
0.81764650,0.77500000,0.50933333
0.81775403,0.77466667,0.50933333
0.81789970,0.77466667,0.50900000
0.81790042,0.77433333,0.50900000
0.81793594,0.77400000,0.50900000
0.81795263,0.77366667,0.50900000
0.81801569,0.77333333,0.50900000
0.81820464,0.77333333,0.50866667
0.81821245,0.77333333,0.50833333
0.81836385,0.77300000,0.50833333
0.81840074,0.77300000,0.50800000
